Region,Site,X,Y,Location,Nestbox,Year,Species,Occupied,FemaleID,LayDate,IncDate,ClutchSize,HatchDate,BroodSize,Fledged,Recruit,ClutchEndDate,IncDuration,Hatch_gap,Fleas,Blowflies,Herbs,BreedingComments,nestbox_tree_species,large_tree_num,dominant_trees,understory_percentage,dominant_understory,exotic_species,tree_comments,vegtype_7m,local_vegtype,vegtype_25m,vegtype_50m,largescale_vegtype,vegtype_75m,deciduous_largescale,deciduous_25m,deciduous_7m
Bergen,Milde,5.2704495,60.2547897,Blondehuset,35,2020,?,no,.,.,.,0,.,.,.,.,.,.,.,.,.,.,,scotspine,10,scotspine,35,juniper,no,,mixed,deciduous,deciduous,mixed,mixed,mixed,8,4,4
Bergen,Milde,5.2693766,60.2547511,Blondehuset,36,2020,Blåmeis,yes,HK18841,30,42,9,56,9,5,.,39,17,3,No,No,.,,birch,5,birch,25,oak,no,nestbox tree is dead,mixed,deciduous,deciduous,mixed,mixed,mixed,17,2,3
Bergen,Milde,5.2689153,60.2550119,Blondehuset,37,2020,Blåmeis,yes,HK18842,28,43,11,57,8,5,.,39,18,4,No,No,.,,birch,7,scotspine,100,birch,no,,mixed,deciduous,coniferous,mixed,mixed,mixed,17,1,3
Bergen,Milde,5.279917717,60.26202964,Brandaneset,21,2020,Kjøttmeis,yes,.,29,.,10,.,0,0,0,39,.,.,.,.,.,,alder,8,alder,0,na,yes,exotic alder,deciduous,deciduous,deciduous,mixed,coniferous,coniferous,6,2,8
Bergen,Milde,5.28048777,60.26152714,Brandaneset,22,2020,Svarthvitfluesnapper,yes,.,.,.,0,.,.,.,.,.,.,.,.,.,.,,birch,6,birch,10,rowan,no,,deciduous,mixed,coniferous,coniferous,coniferous,coniferous,3,0,6
Bergen,Milde,5.280907117,60.26127133,Brandaneset,23,2020,Kjøttmeis,yes,EK06673,30,39,9,53,9,5,.,39,14,0,Yes,Yes,.,,alder,7,alder,50,alder,no,,deciduous,mixed,coniferous,coniferous,coniferous,coniferous,0,1,7
Bergen,Milde,5.283076437,60.25990005,Brandaneset,24,2020,Blåmeis,yes,HK18827,30,41,10,55,10,3,.,40,15,1,No,No,.,,scotspine,16,scotspine,15,scotspine,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.28297795,60.25941809,Brandaneset,25,2020,Kjøttmeis,yes,EK82931,35,40,6,54,6,4,.,41,13,-1,No,No,.,,scotspine,12,scotspine,20,scotspine,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.284831189,60.25959595,Brandaneset,26,2020,.,no,.,.,.,0,.,.,.,.,.,.,.,.,.,.,,scotspine,6,scotspine,65,willow,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.285283476,60.25914257,Brandaneset,27,2020,Svarthvitfluesnapper,yes,.,50,55,7,69,6,6,.,57,12,-2,No,No,.,,scotspine,9,scotspine,10,scotspine,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.284443861,60.25861233,Brandaneset,28,2020,Kjøttmeis,yes,EK82930,33,38,9,52,8,5,.,42,10,-4,No,No,.,,scotspine,11,scotspine,10,juniper,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.283450773,60.25816717,Brandaneset,29,2020,Blåmeis,yes,HK18833,31,42,10,56,10,6,.,41,15,1,No,No,.,,scotspine,16,scotspine,10,mixed,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.281770369,60.26145707,Brandaneset,30,2020,Svartmeis,yes,HK18806,25,32,9,46,9,9,.,34,12,-2,No,No,.,,birch,4,birch,15,willow,yes,sitka spruce,deciduous,mixed,coniferous,coniferous,coniferous,coniferous,0,0,3
Bergen,Milde,5.279092267,60.26056373,Brandaneset,31,2020,Blåmeis,yes,HK18859,26,44,12,58,10,2,.,38,20,6,No,No,.,,birch,4,birch,50,alderbuckthorn,yes,exotic birch,deciduous,deciduous,deciduous,coniferous,coniferous,coniferous,2,3,4
Bergen,Milde,5.278823627,60.2595843,Brandaneset,32,2020,Blåmeis,yes,HK18825,32,39,9,53,9,4,.,41,12,-2,No,No,.,,birch,6,scotspine,25,birch,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.263747685,60.24983221,JapaniskHage,1,2020,Blåmeis,yes,HK18860,31,44,9,58,8,8,.,40,18,4,.,.,.,,oak,2,oak,30,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,19,4,2
Bergen,Milde,5.2637437,60.2500507,JapaniskHage,2,2020,Blåmeis,yes,HK18898,40,49,7,63,6,6,.,47,16,2,.,.,.,,birch,10,birch,25,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,18,5,10
Bergen,Milde,5.26323312,60.24998887,JapaniskHage,3,2020,Blåmeis,yes,.,43,55,12,69,10,0,0,55,14,0,.,.,.,,oak,4,oak,0,na,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,19,3,4
Bergen,Milde,5.263963016,60.25027284,JapaniskHage,4,2020,Blåmeis,yes,HK18836,28,43,10,57,3,3,.,38,19,5,.,.,Yes,,hazel,6,hazel,15,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,15,3,6
Bergen,Milde,5.264872788,60.25003991,JapaniskHage,5,2020,Svarthvitfluesnapper,yes,.,51,54,6,68,6,6,.,57,11,-3,.,.,.,,birch,8,birch,80,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,14,6,8
Bergen,Milde,5.265489779,60.24998224,JapaniskHage,6,2020,Kjøttmeis,yes,EK06696,27,31,5,45,3,2,.,32,13,-1,.,.,.,,linden,7,oak,30,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,10,3,7
Bergen,Milde,5.2652085,60.2503446,JapaniskHage,7,2020,Blåmeis,yes,HD86493,24,.,8,.,0,0,0,32,.,.,.,.,.,,rowan,4,mixed,100,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,14,4,4
Bergen,Milde,5.2650797,60.2505749,JapaniskHage,8,2020,Blåmeis,yes,HK18888,40,49,8,63,7,7,.,48,15,1,.,.,Yes,,aspen,7,aspen,10,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,13,1,7
Bergen,Milde,5.2634597,60.2506574,JapaniskHage,40,2020,Blåmeis,yes,HK18826,30,41,11,55,7,7,.,41,14,0,No,Yes,Yes,,rowan,7,mixed,0,na,yes,non-native rowan,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,8,2,7
Bergen,Milde,5.272373753,60.25706177,Mørkevatnet,9,2020,Blåmeis,yes,.,49,56,8,70,8,5,.,57,13,-1,No,No,.,,birch,11,scotspine,75,rowan,yes,non-native norway spruce,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,1,0,1
Bergen,Milde,5.271988772,60.25738279,Mørkevatnet,10,2020,Kjøttmeis,yes,EK06695,24,31,9,45,8,4,.,33,12,-2,Yes,No,.,,birch,13,scotspine,55,birch,yes,non-native pine,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,1
Bergen,Milde,5.270787561,60.25751992,Mørkevatnet,11,2020,?,no,.,.,.,0,.,.,.,.,.,.,.,.,.,.,,rowan,7,scotspine,70,rowan,yes,"non-native hemlock, norway spruce and rhododendron",coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.270152213,60.25749612,Mørkevatnet,12,2020,?,yes,.,.,.,1,.,.,.,.,.,.,.,.,.,.,,rowan,6,fir,75,mixed,yes,"non-native fir, hemlock, norway spruce and rhododendron",coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,1
Bergen,Milde,5.270973472,60.2583364,Mørkevatnet,13,2020,Blåmeis,yes,HK18840,28,42,10,56,9,2,.,38,18,4,No,No,.,,birch,8,spruce,75,alder,yes,spruce non-native?,mixed,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,4
Bergen,Milde,5.2713753,60.25811319,Mørkevatnet,14,2020,Kjøttmeis,yes,EK06553,26,34,8,48,8,5,.,34,14,0,No,No,.,,birch,7,alder,100,alder,no,,deciduous,mixed,coniferous,coniferous,coniferous,coniferous,0,0,7
Bergen,Milde,5.272514736,60.25799048,Mørkevatnet,15,2020,Blåmeis,yes,HH96002,23,32,9,46,9,6,.,32,14,0,No,No,.,,alder,9,alder,60,alder,no,,deciduous,mixed,coniferous,coniferous,coniferous,coniferous,0,0,9
Bergen,Milde,5.273543112,60.25776484,Mørkevatnet,16,2020,Kjøttmeis,yes,EK82905,27,34,9,48,9,0,0,36,12,-2,No,No,.,,birch,7,scotspine,50,mixed,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,3,0,2
Bergen,Milde,5.273108678,60.25714424,Mørkevatnet,17,2020,.,no,.,.,.,0,.,.,.,.,.,.,.,.,.,.,,scotspine,9,scotspine,40,cypress,yes,non-native cypress and hemlock,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,3,0,1
Bergen,Milde,5.269264653,60.25583516,Blondehuset,18,2021,Kjøttmeis,yes,EK06516,41,44,5,58,4,4,.,46,12,-2,No,No,.,,birch,7,scotspine,55,birch,yes,non-native norway spruce and katsura,mixed,coniferous,coniferous,coniferous,coniferous,mixed,10,1,3
Bergen,Milde,5.269141942,60.25538798,Blondehuset,19,2021,Kjøttmeis,yes,EK82960,24,31,7,45,6,4,.,31,14,0,No,No,.,,birch,10,scotspine,75,rowan,yes,non-native norway spruce,mixed,mixed,mixed,mixed,mixed,mixed,11,3,4
Bergen,Milde,5.270083062,60.25504173,Blondehuset,20,2021,Blåmeis,yes,HK18842,30,42,11,56,10,5,.,41,15,1,No,No,Yes,,birch,2,mixed,55,hazel,yes,non-native southern beech,deciduous,mixed,coniferous,deciduous,deciduous,deciduous,19,0,2
Bergen,Milde,5.271765729,60.25532202,Blondehuset,33,2021,Kjøttmeis,yes,EK21284,34,40,8,54,7,5,.,42,12,-2,No,No,.,"femaleID deduced from poor sighting of colour rings, may be incorrect",oak,3,mixed,20,mixed,yes,non-native acer,coniferous,mixed,deciduous,deciduous,deciduous,mixed,9,4,1
Bergen,Milde,5.271034073,60.25460545,Blondehuset,34,2021,Kjøttmeis,yes,EK82969,27,35,7,49,4,3,.,34,15,1,No,No,.,,birch,4,scotspine,0,na,no,,coniferous,coniferous,coniferous,mixed,mixed,mixed,8,0,1
Bergen,Milde,5.2704495,60.2547897,Blondehuset,35,2021,Blåmeis,yes,HK18944,31,40,11,54,10,5,.,42,12,-2,No,No,No,,scotspine,10,scotspine,35,juniper,no,,mixed,deciduous,deciduous,mixed,mixed,mixed,8,4,4
Bergen,Milde,5.2693766,60.2547511,Blondehuset,36,2021,Blåmeis,yes,HK18935,33,40,8,54,8,8,.,41,13,-1,No,Yes,No,,birch,5,birch,25,oak,no,nestbox tree is dead,mixed,deciduous,deciduous,mixed,mixed,mixed,17,2,3
Bergen,Milde,5.2689153,60.2550119,Blondehuset,37,2021,Blåmeis,yes,HK18989,42,48,8,62,7,5,.,50,12,-2,Yes,No,No,,birch,7,scotspine,100,birch,no,,mixed,deciduous,coniferous,mixed,mixed,mixed,17,1,3
Bergen,Milde,5.279917717,60.26202964,Brandaneset,21,2021,Blåmeis,yes,HK18704,32,42,11,56,11,4,.,43,13,-1,No,No,No,,alder,8,alder,0,na,yes,exotic alder,deciduous,deciduous,deciduous,mixed,coniferous,coniferous,6,2,8
Bergen,Milde,5.28048777,60.26152714,Brandaneset,22,2021,Blåmeis,yes,.,53,.,5,.,0,0,0,58,.,.,No,No,No,,birch,6,birch,10,rowan,no,,deciduous,mixed,coniferous,coniferous,coniferous,coniferous,3,0,6
Bergen,Milde,5.280907117,60.26127133,Brandaneset,23,2021,Kjøttmeis,yes,EK06673,32,38,10,52,8,4,.,42,10,-4,No,Yes,.,,alder,7,alder,50,alder,no,,deciduous,mixed,coniferous,coniferous,coniferous,coniferous,0,1,7
Bergen,Milde,5.283076437,60.25990005,Brandaneset,24,2021,Blåmeis,yes,.,31,40,9,54,7,0,0,40,14,0,No,No,No,,scotspine,16,scotspine,15,scotspine,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.28297795,60.25941809,Brandaneset,25,2021,Kjøttmeis,yes,EK82931,34,42,8,56,6,4,.,42,14,0,No,Yes,.,,scotspine,12,scotspine,20,scotspine,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.284831189,60.25959595,Brandaneset,26,2021,Kjøttmeis,yes,EK82930,42,49,8,63,8,6,.,50,13,-1,No,No,.,,scotspine,6,scotspine,65,willow,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.285283476,60.25914257,Brandaneset,27,2021,Svarthvitfluesnapper,yes,.,.,.,0,.,.,.,.,.,.,.,.,.,.,,scotspine,9,scotspine,10,scotspine,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.284443861,60.25861233,Brandaneset,28,2021,Svarthvitfluesnapper,yes,.,55,.,6,.,.,.,.,61,.,.,No,No,.,,scotspine,11,scotspine,10,juniper,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.283450773,60.25816717,Brandaneset,29,2021,Blåmeis,yes,.,40,50,10,64,9,0,0,50,14,0,No,No,No,,scotspine,16,scotspine,10,mixed,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.281770369,60.26145707,Brandaneset,30,2021,Blåmeis,yes,HK18975,33,44,11,58,11,3,.,44,14,0,No,Yes,No,,birch,4,birch,15,willow,yes,sitka spruce,deciduous,mixed,coniferous,coniferous,coniferous,coniferous,0,0,3
Bergen,Milde,5.279092267,60.26056373,Brandaneset,31,2021,Blåmeis,yes,HK18859,31,42,10,56,9,5,.,41,15,1,No,No,Yes,,birch,4,birch,50,alderbuckthorn,yes,exotic birch,deciduous,deciduous,deciduous,coniferous,coniferous,coniferous,2,3,4
Bergen,Milde,5.278823627,60.2595843,Brandaneset,32,2021,Blåmeis,yes,HK18825,32,39,10,53,10,9,.,42,11,-3,No,No,No,,birch,6,scotspine,25,birch,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.263747685,60.24983221,JapaniskHage,1,2021,Kjøttmeis,yes,EK06602,33,38,4,52,4,4,.,37,15,1,No,No,.,,oak,2,oak,30,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,19,4,2
Bergen,Milde,5.2637437,60.2500507,JapaniskHage,2,2021,Blåmeis,yes,HK18836,44,49,7,63,5,3,.,51,12,-2,Yes,No,No,,birch,10,birch,25,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,18,5,10
Bergen,Milde,5.26323312,60.24998887,JapaniskHage,3,2021,Blåmeis,yes,.,42,47,6,61,3,0,0,48,13,-1,No,No,No,,oak,4,oak,0,na,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,19,3,4
Bergen,Milde,5.263963016,60.25027284,JapaniskHage,4,2021,Kjøttmeis,yes,EN73020,47,50,7,64,7,4,.,54,10,-4,No,No,.,,hazel,6,hazel,15,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,15,3,6
Bergen,Milde,5.264872788,60.25003991,JapaniskHage,5,2021,Blåmeis,yes,HK18996,43,49,8,63,8,5,.,51,12,-2,No,No,No,,birch,8,birch,80,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,14,6,8
Bergen,Milde,5.265489779,60.24998224,JapaniskHage,6,2021,Blåmeis,yes,HK18919,32,39,6,53,6,6,.,38,15,1,No,Yes,No,,linden,7,oak,30,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,10,3,7
Bergen,Milde,5.2652085,60.2503446,JapaniskHage,7,2021,?,no,.,.,.,0,.,.,.,.,.,.,.,.,.,.,,rowan,4,mixed,100,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,14,4,4
Bergen,Milde,5.2650797,60.2505749,JapaniskHage,8,2021,Blåmeis,yes,HK18983,39,45,9,59,8,1,.,48,11,-3,No,No,No,,aspen,7,aspen,10,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,13,1,7
Bergen,Milde,5.2634597,60.2506574,JapaniskHage,40,2021,Blåmeis,yes,.,38,.,8,.,5,0,0,46,.,.,No,No,No,,rowan,7,mixed,0,na,yes,non-native rowan,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,8,2,7
Bergen,Milde,5.272373753,60.25706177,Mørkevatnet,9,2021,Blåmeis,yes,HK18920,29,39,11,53,10,4,.,40,13,-1,No,Yes,Yes,,birch,11,scotspine,75,rowan,yes,non-native norway spruce,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,1,0,1
Bergen,Milde,5.271988772,60.25738279,Mørkevatnet,10,2021,?,no,.,.,.,0,.,.,.,.,.,.,.,.,.,.,,birch,13,scotspine,55,birch,yes,non-native pine,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,1
Bergen,Milde,5.270787561,60.25751992,Mørkevatnet,11,2021,Blåmeis,yes,HK18703,30,42,11,56,10,2,.,41,15,1,No,No,Yes,,rowan,7,scotspine,70,rowan,yes,"non-native hemlock, norway spruce and rhododendron",coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.270152213,60.25749612,Mørkevatnet,12,2021,?,no,.,.,.,0,.,.,.,.,.,.,.,.,.,.,,rowan,6,fir,75,mixed,yes,"non-native fir, hemlock, norway spruce and rhododendron",coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,1
Bergen,Milde,5.270973472,60.2583364,Mørkevatnet,13,2021,Blåmeis,yes,HK18978,43,50,9,64,7,3,.,52,12,-2,No,Yes,No,,birch,8,spruce,75,alder,yes,spruce non-native?,mixed,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,4
Bergen,Milde,5.2713753,60.25811319,Mørkevatnet,14,2021,Kjøttmeis,yes,EK06553,30,38,7,52,6,6,.,37,15,1,No,No,.,,birch,7,alder,100,alder,no,,deciduous,mixed,coniferous,coniferous,coniferous,coniferous,0,0,7
Bergen,Milde,5.272514736,60.25799048,Mørkevatnet,15,2021,Kjøttmeis,yes,EK06685,32,38,7,52,5,4,.,39,13,-1,No,Yes,.,,alder,9,alder,60,alder,no,,deciduous,mixed,coniferous,coniferous,coniferous,coniferous,0,0,9
Bergen,Milde,5.273543112,60.25776484,Mørkevatnet,16,2021,Blåmeis,yes,HH96002,27,36,10,50,8,7,.,37,13,-1,No,No,No,,birch,7,scotspine,50,mixed,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,3,0,2
Bergen,Milde,5.273108678,60.25714424,Mørkevatnet,17,2021,Kjøttmeis,yes,.,23,31,8,45,7,3,.,31,14,0,No,Yes,.,,scotspine,9,scotspine,40,cypress,yes,non-native cypress and hemlock,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,3,0,1
Bergen,Milde,5.269264653,60.25583516,Blondehuset,18,2022,Blåmeis,yes,HK18842,24,35,8,49,6,0,0,32,17,3,No,No,No,,birch,7,scotspine,55,birch,yes,non-native norway spruce and katsura,mixed,coniferous,coniferous,coniferous,coniferous,mixed,10,1,3
Bergen,Milde,5.269141942,60.25538798,Blondehuset,19,2022,Kjøttmeis/Blåmeis,yes,HK18604,20,45,9,59,4,0,0,29,30,16,No,No,No,"6BT+3GT eggs, blue tits took over",birch,10,scotspine,75,rowan,yes,non-native norway spruce,mixed,mixed,mixed,mixed,mixed,mixed,11,3,4
Bergen,Milde,5.270083062,60.25504173,Blondehuset,20,2022,Blåmeis,yes,.,25,39,11,53,10,0,0,36,17,3,No,No,No,,birch,2,mixed,55,hazel,yes,non-native southern beech,deciduous,mixed,coniferous,deciduous,deciduous,deciduous,19,0,2
Bergen,Milde,5.271765729,60.25532202,Blondehuset,33,2022,Kjøttmeis,yes,.,24,38,8,52,7,6,.,32,20,6,No,No,.,,oak,3,mixed,20,mixed,yes,non-native acer,coniferous,mixed,deciduous,deciduous,deciduous,mixed,9,4,1
Bergen,Milde,5.271034073,60.25460545,Blondehuset,34,2022,Kjøttmeis,yes,EK82969,18,25,10,39,10,0,0,28,11,-3,No,No,.,,birch,4,scotspine,0,na,no,,coniferous,coniferous,coniferous,mixed,mixed,mixed,8,0,1
Bergen,Milde,5.2704495,60.2547897,Blondehuset,35,2022,Blåmeis,yes,.,29,36,8,50,8,0,0,37,13,-1,Yes,No,No,,scotspine,10,scotspine,35,juniper,no,,mixed,deciduous,deciduous,mixed,mixed,mixed,8,4,4
Bergen,Milde,5.2693766,60.2547511,Blondehuset,36,2022,Blåmeis,yes,HK18725,21,34,10,48,10,4,.,31,17,3,No,Yes,No,,birch,5,birch,25,oak,no,nestbox tree is dead,mixed,deciduous,deciduous,mixed,mixed,mixed,17,2,3
Bergen,Milde,5.2689153,60.2550119,Blondehuset,37,2022,Blåmeis,yes,HK18989,27,35,8,49,8,6,.,35,14,0,No,Yes,Yes,,birch,7,scotspine,100,birch,no,,mixed,deciduous,coniferous,mixed,mixed,mixed,17,1,3
Bergen,Milde,5.279917717,60.26202964,Brandaneset,21,2022,Blåmeis,yes,.,23,35,11,49,11,0,0,34,15,1,No,No,No,,alder,8,alder,0,na,yes,exotic alder,deciduous,deciduous,deciduous,mixed,coniferous,coniferous,6,2,8
Bergen,Milde,5.28048777,60.26152714,Brandaneset,22,2022,Kjøttmeis,yes,EN73039,28,38,6,52,6,4,.,34,18,4,No,No,.,,birch,6,birch,10,rowan,no,,deciduous,mixed,coniferous,coniferous,coniferous,coniferous,3,0,6
Bergen,Milde,5.280907117,60.26127133,Brandaneset,23,2022,.,no,.,.,.,0,.,.,.,.,.,.,.,.,.,.,,alder,7,alder,50,alder,no,,deciduous,mixed,coniferous,coniferous,coniferous,coniferous,0,1,7
Bergen,Milde,5.283076437,60.25990005,Brandaneset,24,2022,Blåmeis,yes,HK18756,28,42,10,56,10,7,.,38,18,4,No,Yes,No,,scotspine,16,scotspine,15,scotspine,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.28297795,60.25941809,Brandaneset,25,2022,Kjøttmeis,yes,EK82931,28,33,5,47,5,5,.,33,14,0,No,No,.,,scotspine,12,scotspine,20,scotspine,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.284831189,60.25959595,Brandaneset,26,2022,.,no,.,.,.,0,.,.,.,.,.,.,.,.,.,.,,scotspine,6,scotspine,65,willow,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.285283476,60.25914257,Brandaneset,27,2022,Kjøttmeis,yes,.,33,42,6,56,6,5,.,39,17,3,No,No,.,,scotspine,9,scotspine,10,scotspine,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.284443861,60.25861233,Brandaneset,28,2022,Kjøttmeis,yes,EK82930,32,40,9,54,9,5,.,41,13,-1,No,Yes,.,,scotspine,11,scotspine,10,juniper,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.283450773,60.25816717,Brandaneset,29,2022,Kjøttmeis,yes,.,50,54,8,68,.,3,.,58,10,-4,.,.,.,,scotspine,16,scotspine,10,mixed,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.281770369,60.26145707,Brandaneset,30,2022,Blåmeis,yes,HK18919,23,33,10,47,9,0,0,33,14,0,No,No,No,,birch,4,birch,15,willow,yes,sitka spruce,deciduous,mixed,coniferous,coniferous,coniferous,coniferous,0,0,3
Bergen,Milde,5.279092267,60.26056373,Brandaneset,31,2022,Blåmeis,yes,HK18859,24,33,10,47,10,4,.,34,13,-1,No,No,No,,birch,4,birch,50,alderbuckthorn,yes,exotic birch,deciduous,deciduous,deciduous,coniferous,coniferous,coniferous,2,3,4
Bergen,Milde,5.278823627,60.2595843,Brandaneset,32,2022,Blåmeis,yes,HK18825,25,32,10,46,10,6,.,35,11,-3,No,No,No,,birch,6,scotspine,25,birch,no,,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
Bergen,Milde,5.263747685,60.24983221,JapaniskHage,1,2022,Blåmeis,yes,.,27,41,10,55,4,0,0,37,18,4,No,No,Yes,,oak,2,oak,30,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,19,4,2
Bergen,Milde,5.2637437,60.2500507,JapaniskHage,2,2022,Blåmeis,yes,HK18743,32,38,6,52,6,1,.,38,14,0,No,No,No,,birch,10,birch,25,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,18,5,10
Bergen,Milde,5.26323312,60.24998887,JapaniskHage,3,2022,Kjøttmeis,yes,.,45,46,4,60,3,3,.,49,11,-3,No,No,.,,oak,4,oak,0,na,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,19,3,4
Bergen,Milde,5.263963016,60.25027284,JapaniskHage,4,2022,Blåmeis,yes,.,29,37,9,51,8,0,0,38,13,-1,No,No,Yes,,hazel,6,hazel,15,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,15,3,6
Bergen,Milde,5.264872788,60.25003991,JapaniskHage,5,2022,Blåmeis,yes,.,28,37,7,51,7,0,0,35,16,2,No,No,No,,birch,8,birch,80,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,14,6,8
Bergen,Milde,5.265489779,60.24998224,JapaniskHage,6,2022,Kjøttmeis,yes,.,34,36,3,50,2,0,0,37,13,-1,No,No,.,,linden,7,oak,30,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,10,3,7
Bergen,Milde,5.2652085,60.2503446,JapaniskHage,7,2022,Kjøttmeis,yes,.,28,36,5,50,5,0,0,33,17,3,No,No,.,,rowan,4,mixed,100,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,14,4,4
Bergen,Milde,5.2650797,60.2505749,JapaniskHage,8,2022,Blåmeis,yes,HK18983,33,42,9,56,9,0,0,42,14,0,No,No,No,,aspen,7,aspen,10,hazel,no,,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,13,1,7
Bergen,Milde,5.2634597,60.2506574,JapaniskHage,40,2022,Blåmeis,yes,.,27,34,8,48,7,0,0,35,13,-1,No,No,No,,rowan,7,mixed,0,na,yes,non-native rowan,deciduous,deciduous,deciduous,deciduous,deciduous,deciduous,8,2,7
Bergen,Milde,5.272373753,60.25706177,Mørkevatnet,9,2022,Blåmeis,yes,.,27,38,9,52,9,0,0,36,16,2,No,No,Yes,,birch,11,scotspine,75,rowan,yes,non-native norway spruce,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,1,0,1
Bergen,Milde,5.271988772,60.25738279,Mørkevatnet,10,2022,.,no,.,.,.,0,.,.,.,.,.,.,.,.,.,.,,birch,13,scotspine,55,birch,yes,non-native pine,coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,1
Bergen,Milde,5.270787561,60.25751992,Mørkevatnet,11,2022,Blåmeis,yes,HK18762,27,46,3,60,3,3,.,30,30,16,No,No,No,,rowan,7,scotspine,70,rowan,yes,"non-native hemlock, norway spruce and rhododendron",coniferous,coniferous,coniferous,coniferous,coniferous,coniferous,0,0,0
